id,name,english,german,gbif,class,order
288,Aeronautes andecolus,Andean Swift,Andensegler,Aeronautes andecolus,Aves,Apodiformes
289,Aeronautes montivagus,White-tipped Swift,Bergsegler,Aeronautes montivagus,Aves,Apodiformes
290,Aeronautes saxatalis,White-throated Swift,Weißbrustsegler,Aeronautes saxatalis,Aves,Apodiformes
291,Aeropedellus clavatus,,,Aeropedellus clavatus,Insecta,Orthoptera
292,Aeropedellus variegatus,,,Aeropedellus variegatus,Insecta,Orthoptera
294,Aerospiza toussenelii,Red-chested Goshawk,Rotbrusthabicht,,Aves,
295,Aeshna grandis,,,Aeshna grandis,Insecta,Odonata
296,Aeshna umbrosa,,,Aeshna umbrosa,Insecta,Odonata
297,Aethia cristatella,Crested Auklet,Schopfalk,Aethia cristatella,Aves,Charadriiformes
298,Aethia psittacula,Parakeet Auklet,Rotschnabelalk,Aethia psittacula,Aves,Charadriiformes
299,Aethia pusilla,Least Auklet,Zwergalk,Aethia pusilla,Aves,Charadriiformes
300,Aethia pygmaea,Whiskered Auklet,Bartalk,Aethia pygmaea,Aves,Charadriiformes
301,Aethomyias arfakianus,Grey-green Scrubwren,Arfaksericornis,Sericornis arfakianus,Aves,Passeriformes
302,Aethomyias nigrorufus,Bicolored Scrubwren,Schwarzrückensericornis,Crateroscelis nigrorufa,Aves,Passeriformes
303,Aethomyias papuensis,Papuan Scrubwren,Papuasericornis,Sericornis papuensis,Aves,Passeriformes
305,Aethomyias perspicillatus,Buff-faced Scrubwren,Brillensericornis,Sericornis perspicillatus,Aves,Passeriformes
306,Aethomyias rufescens,Vogelkop Scrubwren,Braunohrsericornis,Sericornis rufescens,Aves,Passeriformes
307,Aethomyias spilodera,Pale-billed Scrubwren,Fahlschnabelsericornis,Sericornis spilodera,Aves,Passeriformes
308,Aethopyga bella,Handsome Sunbird,Philippinennektarvogel,Aethopyga bella,Aves,Passeriformes
309,Aethopyga boltoni,Apo Sunbird,Mindanaonektarvogel,Aethopyga boltoni,Aves,Passeriformes
310,Aethopyga christinae,Fork-tailed Sunbird,Hainannektarvogel,Aethopyga christinae,Aves,Passeriformes
311,Aethopyga decorosa,,,Aethopyga decorosa,Aves,Passeriformes
312,Aethopyga duyvenbodei,Elegant Sunbird,Sangihenektarvogel,Aethopyga duyvenbodei,Aves,Passeriformes
313,Aethopyga eximia,White-flanked Sunbird,Javanektarvogel,Aethopyga eximia,Aves,Passeriformes
314,Aethopyga flagrans,Flaming Sunbird,Feuerbrust-Nektarvogel,Aethopyga flagrans,Aves,Passeriformes
315,Aethopyga gouldiae,Mrs. Gould's Sunbird,Gouldnektarvogel,Aethopyga gouldiae,Aves,Passeriformes
316,Aethopyga guimarasensis,Maroon-naped Sunbird,Braunnacken-Nektarvogel,Aethopyga guimarasensis,Aves,Passeriformes
317,Aethopyga ignicauda,Fire-tailed Sunbird,Feuerschwanz-Nektarvogel,Aethopyga ignicauda,Aves,Passeriformes
318,Aethopyga jefferyi,,,Aethopyga jefferyi,Aves,Passeriformes
319,Aethopyga linaraborae,Lina's Sunbird,Linanektarvogel,Aethopyga linaraborae,Aves,Passeriformes
320,Aethopyga magnifica,Magnificent Sunbird,Prunknektarvogel,Aethopyga magnifica,Aves,Passeriformes
321,Aethopyga mystacalis,Javan Sunbird,Scharlachnektarvogel,Aethopyga mystacalis,Aves,Passeriformes
322,Aethopyga nipalensis,Green-tailed Sunbird,Grünschwanz-Nektarvogel,Aethopyga nipalensis,Aves,Passeriformes
323,Aethopyga primigenia,Grey-hooded Sunbird,Grauhauben-Nektarvogel,Aethopyga primigenia,Aves,Passeriformes
324,Aethopyga pulcherrima,Metallic-winged Sunbird,Glanzflügel-Nektarvogel,Aethopyga pulcherrima,Aves,Passeriformes
325,Aethopyga saturata,Black-throated Sunbird,Schwarzkehl-Nektarvogel,Aethopyga saturata,Aves,Passeriformes
326,Aethopyga shelleyi,Lovely Sunbird,Goldkehl-Nektarvogel,Aethopyga shelleyi,Aves,Passeriformes
327,Aethopyga siparaja,Crimson Sunbird,Karmesinnektarvogel,Aethopyga siparaja,Aves,Passeriformes
328,Aethopyga temminckii,Temminck's Sunbird,Temmincknektarvogel,Aethopyga temminckii,Aves,Passeriformes
329,Aethopyga tibolii,Tboli Sunbird,,Aethopyga tibolii,Aves,Passeriformes
330,Aethopyga vigorsii,Vigors's Sunbird,Graubauch-Nektarvogel,Aethopyga vigorsii,Aves,Passeriformes
331,Afrixalus aureus,,,Afrixalus aureus,Amphibia,Anura
332,Afrixalus brachycnemis,,,Afrixalus brachycnemis,Amphibia,Anura
333,Afrixalus clarkei,,,Afrixalus clarkei,Amphibia,Anura
334,Afrixalus crotalus,,,Afrixalus crotalus,Amphibia,Anura
335,Afrixalus delicatus,,,Afrixalus delicatus,Amphibia,Anura
336,Afrixalus dorsalis,,,Afrixalus dorsalis,Amphibia,Anura
337,Afrixalus fornasini,,,Afrixalus fornasini,Amphibia,Anura
338,Afrixalus fulvovittatus,,,Afrixalus fulvovittatus,Amphibia,Anura
339,Afrixalus knysnae,,,Afrixalus knysnae,Amphibia,Anura
340,Afrixalus morerei,,,Afrixalus morerei,Amphibia,Anura
341,Afrixalus paradorsalis,Afrixalus paradorsalis,,Afrixalus paradorsalis,Amphibia,Anura
342,Afrixalus quadrivittatus,,,Afrixalus quadrivittatus,Amphibia,Anura
343,Afrixalus spinifrons,,,Afrixalus spinifrons,Amphibia,Anura
344,Afrixalus stuhlmanni,,,Afrixalus stuhlmanni,Amphibia,Anura
345,Afrixalus sylvaticus,,,Afrixalus sylvaticus,Amphibia,Anura
346,Afrixalus wittei,,,Afrixalus wittei,Amphibia,Anura
347,Afromelampsalta leucoptera,,,Afromelampsalta leucoptera,Insecta,Hemiptera
348,Afronycteris nanus,,,Afronycteris nanus,Mammalia,Chiroptera
349,Afropavo congensis,Congo Peafowl,Kongopfau,Afropavo congensis,Aves,Galliformes
350,Afrotis afra,Southern Black Korhaan,Gackeltrappe,Afrotis afra,Aves,Otidiformes
352,Afrotis afraoides,Northern Black Korhaan,Weißflügeltrappe,Afrotis afraoides,Aves,Otidiformes
354,Agalychnis annae,Agalychnis annae,,Agalychnis annae,Amphibia,Anura
355,Agalychnis callidryas,Red-eyed Treefrog,,Agalychnis callidryas,Amphibia,Anura
356,Agalychnis dacnicolor,Agalychnis dacnicolor,,Agalychnis dacnicolor,Amphibia,Anura
357,Agalychnis lemur,Agalychnis lemur,,Agalychnis lemur,Amphibia,Anura
358,Agalychnis moreletii,Agalychnis moreletii,,Agalychnis moreletii,Amphibia,Anura
359,Agalychnis psilopygion,Agalychnis psilopygion,,Agalychnis psilopygion,Amphibia,Anura
360,Agalychnis saltator,Agalychnis saltator,,Agalychnis saltator,Amphibia,Anura
361,Agalychnis spurrelli,Agalychnis spurrelli,,Agalychnis spurrelli,Amphibia,Anura
362,Agalychnis taylori,,,,Amphibia,Anura
363,Agamia agami,Agami Heron,Speerreiher,Agamia agami,Aves,Pelecaniformes
364,Agapanthia dahlii,,,Agapanthia dahlii,Insecta,Coleoptera
365,Agapanthia villosoviridescens,,,Agapanthia villosoviridescens,Insecta,Coleoptera
366,Agapanthia violacea,,,Agapanthia violacea,Insecta,Coleoptera
367,Agapornis canus,Grey-headed Lovebird,Grauköpfchen,Agapornis canus,Aves,Psittaciformes
368,Agapornis fischeri,Fischer's Lovebird,Pfirsichköpfchen,Agapornis fischeri,Aves,Psittaciformes
369,Agapornis lilianae,Lilian's Lovebird,Erdbeerköpfchen,Agapornis lilianae,Aves,Psittaciformes
370,Agapornis nigrigenis,Black-cheeked Lovebird,Rußköpfchen,Agapornis nigrigenis,Aves,Psittaciformes
371,Agapornis personatus,Yellow-collared Lovebird,Schwarzköpfchen,Agapornis personatus,Aves,Psittaciformes
372,Agapornis pullarius,Red-headed Lovebird,Orangeköpfchen,Agapornis pullarius,Aves,Psittaciformes
373,Agapornis roseicollis,Rosy-faced Lovebird,Rosenköpfchen,Agapornis roseicollis,Aves,Psittaciformes
374,Agapornis swindernianus,Black-collared Lovebird,Grünköpfchen,Agapornis swindernianus,Aves,Psittaciformes
375,Agapornis taranta,Black-winged Lovebird,Tarantapapagei,Agapornis taranta,Aves,Psittaciformes
376,Agelaioides badius,Greyish Baywing,Graustärling,Agelaioides badius,Aves,Passeriformes
377,Agelaioides fringillarius,Pale Baywing,Braunstärling,Agelaioides badius,Aves,Passeriformes
378,Oreopsar bolivianus,Bolivian Blackbird,Bolivienstärling,Agelaioides oreopsar,Aves,Passeriformes
379,Agelaius assimilis,Red-shouldered Blackbird,Rotschulterstärling,Agelaius assimilis,Aves,Passeriformes
380,Agelaius humeralis,Tawny-shouldered Blackbird,Braunschulterstärling,Agelaius humeralis,Aves,Passeriformes
381,Agelaius phoeniceus,Red-winged Blackbird,Rotflügelstärling,Agelaius phoeniceus,Aves,Passeriformes
382,Agelaius tricolor,Tricolored Blackbird,Dreifarbenstärling,Agelaius tricolor,Aves,Passeriformes
383,Agelaius xanthomus,Yellow-shouldered Blackbird,Gelbschulterstärling,Agelaius xanthomus,Aves,Passeriformes
384,Agelastes meleagrides,White-breasted Guineafowl,Weißbrust-Perlhuhn,Agelastes meleagrides,Aves,Galliformes
385,Agelastes niger,Black Guineafowl,Schwarzperlhuhn,Agelastes niger,Aves,Galliformes
386,Agelasticus cyanopus,Unicolored Blackbird,Einfarbstärling,Agelasticus cyanopus,Aves,Passeriformes
387,Agelasticus thilius,Yellow-winged Blackbird,Goldschulterstärling,Agelasticus thilius,Aves,Passeriformes
388,Agelasticus xanthophthalmus,Pale-eyed Blackbird,Gelbaugenstärling,Agelasticus xanthophthalmus,Aves,Passeriformes
389,Ageneotettix deorum,,,Ageneotettix deorum,Insecta,Orthoptera
390,Aglaeactis aliciae,Purple-backed Sunbeam,Maronenkolibri,Aglaeactis aliciae,Aves,Apodiformes
391,Aglaeactis castelnaudii,White-tufted Sunbeam,Tropfenbrustkolibri,Aglaeactis castelnaudii,Aves,Apodiformes
392,Aglaeactis cupripennis,Shining Sunbeam,Rostkolibri,Aglaeactis cupripennis,Aves,Apodiformes
393,Aglaeactis pamela,Black-hooded Sunbeam,Schwarzkopfkolibri,Aglaeactis pamela,Aves,Apodiformes
394,Aglaiocercus berlepschi,Venezuelan Sylph,Berlepschsylphe,Aglaiocercus berlepschi,Aves,Apodiformes
395,Aglaiocercus coelestis,Violet-tailed Sylph,Langschwanzsylphe,Aglaiocercus coelestis,Aves,Apodiformes
396,Aglaiocercus kingii,Long-tailed Sylph,Himmelssylphe,Aglaiocercus kingii,Aves,Apodiformes
397,Aglais io,,,Aglais io,Insecta,Lepidoptera
398,Aglais urticae,,,Aglais urticae,Insecta,Lepidoptera
399,Aglaothorax diminutiva,,,Aglaothorax diminutiva,Insecta,Orthoptera
400,Aglaothorax gurneyi,,,Aglaothorax gurneyi,Insecta,Orthoptera
401,Aglaothorax morsei,,,Aglaothorax morsei,Insecta,Orthoptera
402,Aglaothorax ovata,ovate shieldback,,Aglaothorax ovatus,Insecta,Orthoptera
404,Agraecia agraecioides,,,Agraecia agraecioides,Insecta,Orthoptera
405,Agraphospiza rubescens,Blanford's Rosefinch,Blanfordgimpel,Agraphospiza rubescens,Aves,Passeriformes
406,Agricola infuscatus,Chat Flycatcher,Akazienschnäpper,Bradornis infuscatus,Aves,Passeriformes
407,Agricola pallidus,Pale Flycatcher,Fahlschnäpper,Bradornis pallidus,Aves,Passeriformes
409,Agriornis albicauda,White-tailed Shrike-Tyrant,Weißschwanz-Hakentyrann,Agriornis andicola,Aves,Passeriformes
410,Agriornis lividus,Great Shrike-Tyrant,Schwarzschwanz-Hakentyrann,Agriornis lividus,Aves,Passeriformes
411,Agriornis micropterus,Grey-bellied Shrike-Tyrant,Weißbrauen-Hakentyrann,Agriornis micropterus,Aves,Passeriformes
412,Agriornis montanus,Black-billed Shrike-Tyrant,Schwarzschnabel-Hakentyrann,Agriornis montanus,Aves,Passeriformes
413,Agriornis murinus,Lesser Shrike-Tyrant,Kleinhakentyrann,Agriornis murinus,Aves,Passeriformes
414,Agriotes lineatus,,,Agriotes lineatus,Insecta,Coleoptera
415,Agropsar philippensis,Chestnut-cheeked Starling,Violettrückenstar,Agropsar philippensis,Aves,Passeriformes
416,Agropsar sturninus,Daurian Starling,Mongolenstar,Agropsar sturninus,Aves,Passeriformes
417,Aidemosyne modesta,Plum-headed Finch,Zeresamadine,Neochmia modesta,Aves,Passeriformes
418,Ailanthus altissima,,,,,
419,Ailuroedus arfakianus,Arfak Catbird,Arfaklaubenvogel,Ailuroedus arfakianus,Aves,Passeriformes
420,Ailuroedus astigmaticus,Huon Catbird,Huonlaubenvogel,Ailuroedus astigmaticus,Aves,Passeriformes
421,Ailuroedus buccoides,White-eared Catbird,Weißohr-Laubenvogel,Ailuroedus buccoides,Aves,Passeriformes
422,Ailuroedus crassirostris,Green Catbird,Grünlaubenvogel,Ailuroedus crassirostris,Aves,Passeriformes
423,Ailuroedus geislerorum,Tan-capped Catbird,Braunscheitel-Laubenvogel,Ailuroedus geislerorum,Aves,Passeriformes
424,Ailuroedus jobiensis,Northern Catbird,Schwarzkehl-Laubenvogel,Ailuroedus jobiensis,Aves,Passeriformes
425,Ailuroedus maculosus,Spotted Catbird,Tüpfellaubenvogel,Ailuroedus maculosus,Aves,Passeriformes
426,Ailuroedus melanocephalus,Black-capped Catbird,Schwarzscheitel-Laubenvogel,Ailuroedus melanocephalus,Aves,Passeriformes
427,Ailuroedus melanotis,Black-eared Catbird,Schwarzohr-Laubenvogel,Ailuroedus melanotis,Aves,Passeriformes
428,Ailuroedus stonii,Ochre-breasted Catbird,Ockerbauch-Laubenvogel,Ailuroedus stonii,Aves,Passeriformes
429,Ailuropoda melanoleuca,,,Ailuropoda melanoleuca,Mammalia,Carnivora
430,Ailurops ursinus,Sulawesi Bear Cuscus,,Ailurops ursinus,Mammalia,Diprotodontia
431,Ailurus fulgens,,,Ailurus fulgens,Mammalia,Carnivora
432,Aimophila notosticta,Oaxaca Sparrow,Oaxacaammer,Aimophila notosticta,Aves,Passeriformes
433,Aimophila rufescens,Rusty Sparrow,Rostrückenammer,Aimophila rufescens,Aves,Passeriformes
434,Aimophila ruficeps,Rufous-crowned Sparrow,Rostscheitelammer,Aimophila ruficeps,Aves,Passeriformes
435,Aiolopus strepens,,,Aiolopus strepens,Insecta,Orthoptera
436,Aix galericulata,Mandarin Duck,Mandarinente,Aix galericulata,Aves,Anseriformes
437,Aix sponsa,Wood Duck,Brautente,Aix sponsa,Aves,Anseriformes
438,Ajania pacifica,,,,,
439,Ajorama balatukanis,,,Ajorama balatukanis,Insecta,Orthoptera
440,Akletos goeldii,Goeldi's Antbird,Goeldiameisenvogel,Myrmeciza goeldii,Aves,Passeriformes
441,Akletos melanoceps,White-shouldered Antbird,Weißschulter-Ameisenvogel,Akletos melanoceps,Aves,Passeriformes
442,Alaemon alaudipes,Greater Hoopoe-Lark,Wüstenläuferlerche,Alaemon alaudipes,Aves,Passeriformes
443,Alaemon hamertoni,Lesser Hoopoe-Lark,Somaliläuferlerche,Alaemon hamertoni,Aves,Passeriformes
444,Alauda arvensis,Eurasian Skylark,Feldlerche,Alauda arvensis,Aves,Passeriformes
445,Alauda gulgula,Oriental Skylark,Orientfeldlerche,Alauda gulgula,Aves,Passeriformes
446,Alauda leucoptera,White-winged Lark,Weißflügellerche,Melanocorypha leucoptera,Aves,Passeriformes
447,Alauda razae,Raso Lark,Rasolerche,Alauda razae,Aves,Passeriformes
448,Alaudala athensis,Athi Short-toed Lark,Kenialerche,Calandrella athensis,Aves,Passeriformes
449,Alaudala cheleensis,Asian Short-toed Lark,Salzlerche,Alaudala cheleensis,Aves,Passeriformes
450,Alaudala heinei,Turkestan Short-toed Lark,Turkestanlerche,Calandrella rufescens,Aves,Passeriformes
451,Alaudala rufescens,Mediterranean Short-toed Lark,Stummellerche,Calandrella rufescens,Aves,Passeriformes
453,Alaudala raytal,Sand Lark,Uferlerche,Calandrella raytal,Aves,Passeriformes
454,Alaudala somalica,Somali Short-toed Lark,Halsfleckenlerche,Calandrella somalica,Aves,Passeriformes
455,Alaus oculatus,,,Alaus oculatus,Insecta,Coleoptera
456,Albarracinia zapaterii,,,Albarracinia zapaterii,Insecta,Orthoptera
457,Albizia lebbeck,,,,,
458,Alburnus alburnus,,,Alburnus alburnus,,Cypriniformes
459,Alca torda,Razorbill,Tordalk,Alca torda,Aves,Charadriiformes
460,Alcedo atthis,Common Kingfisher,Eisvogel,Alcedo atthis,Aves,Coraciiformes
461,Alcedo coerulescens,Cerulean Kingfisher,Türkiseisvogel,Alcedo coerulescens,Aves,Coraciiformes
462,Alcedo euryzona,Javan Blue-banded Kingfisher,Brustband-Eisvogel,Alcedo euryzona,Aves,Coraciiformes
463,Alcedo peninsulae,Malaysian Blue-banded Kingfisher,Blauband-Eisvogel,Alcedo euryzona,Aves,Coraciiformes
464,Alcedo hercules,Blyth's Kingfisher,Herkuleseisvogel,Alcedo hercules,Aves,Coraciiformes
465,Alcedo meninting,Blue-eared Kingfisher,Menintingeisvogel,Alcedo meninting,Aves,Coraciiformes
466,Alcedo quadribrachys,Shining-blue Kingfisher,Schillereisvogel,Alcedo quadribrachys,Aves,Coraciiformes
467,Alcedo semitorquata,Half-collared Kingfisher,Kobalteisvogel,Alcedo semitorquata,Aves,Coraciiformes
468,Alces alces,,,Alces alces,Mammalia,Artiodactyla
469,Alces americanus,Moose,,Alces americanus,Mammalia,Artiodactyla
470,Schoeniparus brunneus,Dusky Fulvetta,Dunkelzweigdrossling,Alcippe brunnea,Aves,Passeriformes
471,Alcippe brunneicauda,Brown Fulvetta,Braunschwanz-Zweigdrossling,Alcippe brunneicauda,Aves,Passeriformes
472,Schoeniparus castaneceps,Rufous-winged Fulvetta,Kastanienzweigdrossling,Alcippe castaneceps,Aves,Passeriformes
473,Schoeniparus cinereus,Yellow-throated Fulvetta,Gelbkehl-Zweigdrossling,Alcippe cinerea,Aves,Passeriformes
474,Alcippe davidi,David's Fulvetta,Davidzweigdrossling,Alcippe davidi,Aves,Passeriformes
475,Schoeniparus dubius,Rusty-capped Fulvetta,Braunkappen-Zweigdrossling,Alcippe dubia,Aves,Passeriformes
476,Alcippe fratercula,Yunnan Fulvetta,Yunnan-Zweigdrossling,Alcippe fratercula,Aves,Passeriformes
477,Alcippe grotei,Black-browed Fulvetta,Weißbauch-Zweigdrossling,Alcippe grotei,Aves,Passeriformes
478,Alcippe hueti,Huet's Fulvetta,Huetzweigdrossling,Alcippe hueti,Aves,Passeriformes
479,Schoeniparus klossi,Black-crowned Fulvetta,Streifenkopf-Zweigdrossling,Alcippe klossi,Aves,Passeriformes
480,Alcippe morrisonia,Grey-cheeked Fulvetta,Grauwangen-Zweigdrossling,Alcippe morrisonia,Aves,Passeriformes
481,Alcippe nipalensis,Nepal Fulvetta,Nepalzweigdrossling,Alcippe nipalensis,Aves,Passeriformes
482,Alcippe peracensis,Mountain Fulvetta,Malaienzweigdrossling,Alcippe peracensis,Aves,Passeriformes
483,Alcippe poioicephala,Brown-cheeked Fulvetta,Graukopf-Zweigdrossling,Alcippe poioicephala,Aves,Passeriformes
484,Alcippe pyrrhoptera,Javan Fulvetta,Rotrücken-Zweigdrossling,Alcippe pyrrhoptera,Aves,Passeriformes
485,Schoeniparus rufogularis,Rufous-throated Fulvetta,Rotband-Zweigdrossling,Alcippe rufogularis,Aves,Passeriformes
486,Schoeniparus variegaticeps,Golden-fronted Fulvetta,Goldstirn-Zweigdrossling,Alcippe variegaticeps,Aves,Passeriformes
487,Alcurus striatus,Striated Bulbul,Streifenbülbül,Pycnonotus striatus,Aves,Passeriformes
489,Alcurus tympanistrigus,,,,Aves,Passeriformes
490,Aldabrachelys gigantea,Aldabra giant tortoise,,Aldabrachelys gigantea,Testudines,
491,Aleadryas rufinucha,Rufous-naped Bellbird,Oliv-Haubendickkopf,Aleadryas rufinucha,Aves,Passeriformes
492,Alectis ciliaris,African pompano,,Alectis ciliaris,,Perciformes
493,Alectoris barbara,Barbary Partridge,Felsenhuhn,Alectoris barbara,Aves,Galliformes
494,Alectoris chukar,Chukar Partridge,Chukarhuhn,Alectoris chukar,Aves,Galliformes
495,Alectoris graeca,Rock Partridge,Steinhuhn,Alectoris graeca,Aves,Galliformes
496,Alectoris magna,Przevalski's Partridge,Przewalskisteinhuhn,Alectoris magna,Aves,Galliformes
497,Alectoris melanocephala,Arabian Partridge,Schwarzkopf-Steinhuhn,Alectoris melanocephala,Aves,Galliformes
498,Alectoris philbyi,Philby's Partridge,Philbysteinhuhn,Alectoris philbyi,Aves,Galliformes
499,Alectoris rufa,Red-legged Partridge,Rothuhn,Alectoris rufa,Aves,Galliformes
500,Alectroenas madagascariensis,Madagascar Blue Pigeon,Madagaskarfruchttaube,Alectroenas madagascariensis,Aves,Columbiformes
501,Alectroenas pulcherrimus,Seychelles Blue Pigeon,Warzenfruchttaube,Alectroenas pulcherrimus,Aves,Columbiformes
502,Alectroenas sganzini,Comoro Blue Pigeon,Komorenfruchttaube,Alectroenas sganzini,Aves,Columbiformes
503,Alectrurus risora,Strange-tailed Tyrant,Rotkehl-Schleppentyrann,Alectrurus risora,Aves,Passeriformes
504,Alectrurus tricolor,Cock-tailed Tyrant,Hahnenschwanztyrann,Alectrurus tricolor,Aves,Passeriformes
505,Alectura lathami,Australian Brushturkey,Australbuschhuhn,Alectura lathami,Aves,Galliformes
506,Aleeta curvicosta,,,Aleeta curvicosta,Insecta,Hemiptera
507,Alethe castanea,Fire-crested Alethe,Kastanienbraunschwanz,Alethe castanea,Aves,Passeriformes
508,Alethe diademata,White-tailed Alethe,Diadembraunschwanz,Alethe diademata,Aves,Passeriformes
509,Alinjarria elongata,,,Alinjarria elongata,Insecta,Orthoptera
510,Alipiopsitta xanthops,Yellow-faced Parrot,Goldbauchamazone,Amazona xanthops,Aves,Psittaciformes
511,Alisterus amboinensis,Moluccan King Parrot,Amboinasittich,Alisterus amboinensis,Aves,Psittaciformes
512,Alisterus chloropterus,Papuan King Parrot,Papuasittich,Alisterus chloropterus,Aves,Psittaciformes
513,Alisterus scapularis,Australian King Parrot,Königssittich,Alisterus scapularis,Aves,Psittaciformes
514,Alle alle,Little Auk,Krabbentaucher,Alle alle,Aves,Charadriiformes
515,Allenia fusca,Scaly-breasted Thrasher,Schuppenspottdrossel,Allenia fusca,Aves,Passeriformes
516,Allenopithecus nigroviridis,,,Allenopithecus nigroviridis,Mammalia,Primates
517,Alligator mississippiensis,American Alligator,,Alligator mississippiensis,Crocodylia,
518,Alligator sinensis,,,Alligator sinensis,Crocodylia,
519,Allium tricoccum,,,,,
520,Allium vineale,,,,,
521,Allobates cepedai,Allobates cepedai,,Allobates cepedai,Amphibia,Anura
522,Allobates conspicuus,,,Allobates conspicuus,Amphibia,Anura
523,Allobates femoralis,Allobates femoralis,,Allobates femoralis,Amphibia,Anura
524,Allobates granti,,,Allobates granti,Amphibia,Anura
525,Allobates ignotus,,,Allobates ignotus,Amphibia,Anura
526,Allobates marchesianus,Allobates marchesianus,,Allobates marchesianus,Amphibia,Anura
